               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.052457,            0.066226,            0.010828,             0.54258,             0.33479,             0.35965,             0.18557,            0.054697,            0.085666,             0.01434,            0.005149,            0.005149,            0.005149
                  51,            0.052267,            0.065887,            0.010663,             0.52131,             0.34039,             0.36031,             0.18545,            0.054811,            0.085947,            0.013992,             0.00505,             0.00505,             0.00505
                  52,            0.052025,             0.06622,            0.010663,             0.46969,             0.36054,             0.35281,             0.18175,            0.054764,            0.086132,            0.014374,            0.004951,            0.004951,            0.004951
                  53,            0.051975,            0.065716,            0.010448,             0.52164,              0.3431,             0.35906,             0.18765,            0.054582,            0.085848,            0.014089,            0.004852,            0.004852,            0.004852
                  54,            0.052057,            0.066297,            0.010647,             0.51544,             0.35709,              0.3627,             0.19013,            0.054566,             0.08579,            0.013971,            0.004753,            0.004753,            0.004753
                  55,            0.051438,            0.065352,            0.010259,              0.4979,             0.35645,             0.36762,             0.19166,            0.054641,            0.086164,            0.014198,            0.004654,            0.004654,            0.004654
                  56,            0.051675,            0.065639,            0.010378,             0.53431,             0.35589,             0.36717,             0.19193,            0.054483,            0.086301,            0.013962,            0.004555,            0.004555,            0.004555
                  57,            0.051488,            0.065949,            0.010249,             0.50338,             0.35854,             0.37369,             0.19524,            0.054302,            0.085202,            0.014047,            0.004456,            0.004456,            0.004456
                  58,            0.051152,            0.065553,            0.010035,             0.53074,             0.34766,             0.36942,             0.19262,            0.054313,             0.08608,            0.014203,            0.004357,            0.004357,            0.004357
                  59,            0.051287,            0.065394,            0.010307,             0.53026,             0.35406,             0.37356,             0.19746,            0.054324,            0.085383,            0.013939,            0.004258,            0.004258,            0.004258
                  60,            0.050802,            0.065059,            0.010165,             0.52508,             0.36302,             0.37229,             0.19345,            0.054028,            0.085262,            0.013906,            0.004159,            0.004159,            0.004159
                  61,            0.051106,             0.06543,            0.010085,              0.5162,             0.35091,             0.36421,             0.18948,            0.053984,            0.085024,             0.01399,             0.00406,             0.00406,             0.00406
                  62,            0.051164,            0.065558,            0.010341,             0.57777,             0.34056,             0.37612,             0.20085,            0.054013,            0.085289,            0.013864,            0.003961,            0.003961,            0.003961
                  63,            0.050783,            0.065265,            0.010092,             0.53266,             0.36258,             0.38216,              0.2042,            0.054069,            0.085666,            0.014003,            0.003862,            0.003862,            0.003862
                  64,            0.050768,            0.065426,           0.0098603,             0.56524,             0.34677,             0.38235,             0.20266,            0.053847,            0.084905,            0.013908,            0.003763,            0.003763,            0.003763
                  65,            0.050541,            0.065496,           0.0099087,             0.51578,             0.36691,             0.37858,             0.20157,            0.053911,             0.08542,            0.014014,            0.003664,            0.003664,            0.003664
                  66,              0.0504,             0.06405,           0.0099597,              0.5806,             0.34306,              0.3794,             0.20178,            0.053823,            0.084929,            0.014059,            0.003565,            0.003565,            0.003565
                  67,             0.05051,             0.06518,           0.0097708,             0.54334,             0.35509,              0.3887,             0.20748,            0.053768,            0.084927,            0.013799,            0.003466,            0.003466,            0.003466
                  68,            0.050592,            0.065009,           0.0098508,             0.51292,             0.37676,             0.38404,             0.20334,            0.053643,            0.084873,            0.013804,            0.003367,            0.003367,            0.003367
                  69,            0.049932,            0.064007,           0.0094554,             0.52354,             0.37369,             0.39012,             0.20942,            0.053543,            0.084873,            0.013658,            0.003268,            0.003268,            0.003268
                  70,             0.04998,            0.064357,           0.0095845,             0.51573,             0.37743,             0.38391,             0.20598,            0.053649,            0.085309,            0.013811,            0.003169,            0.003169,            0.003169
                  71,            0.049989,            0.064162,           0.0096162,             0.52224,             0.38377,             0.38906,             0.20727,            0.053495,            0.084967,            0.013785,             0.00307,             0.00307,             0.00307
                  72,            0.049944,            0.063879,           0.0095928,             0.57307,             0.35733,             0.39091,             0.20664,             0.05341,            0.085082,            0.013869,            0.002971,            0.002971,            0.002971
                  73,             0.04975,            0.064485,           0.0095929,             0.53628,             0.37523,             0.39568,             0.21126,            0.053399,            0.084929,            0.013687,            0.002872,            0.002872,            0.002872
                  74,              0.0496,            0.063595,           0.0094483,             0.51446,             0.36053,             0.38545,             0.20912,            0.053435,            0.085385,            0.013778,            0.002773,            0.002773,            0.002773
                  75,            0.049627,            0.063868,           0.0096794,             0.54342,              0.3689,             0.39386,               0.213,            0.053368,            0.084884,            0.013678,            0.002674,            0.002674,            0.002674
                  76,            0.049694,            0.063094,           0.0094812,             0.58182,              0.3428,             0.38678,             0.20898,             0.05343,            0.085543,            0.013622,            0.002575,            0.002575,            0.002575
                  77,            0.049692,             0.06327,           0.0093896,              0.5896,             0.35834,             0.39645,             0.21226,             0.05318,            0.084646,            0.013404,            0.002476,            0.002476,            0.002476
                  78,            0.049449,            0.063062,           0.0095385,             0.53992,             0.36172,             0.39727,             0.21519,            0.053197,            0.084633,            0.013527,            0.002377,            0.002377,            0.002377
                  79,            0.049317,            0.064114,           0.0092624,             0.57445,             0.36404,             0.39502,              0.2133,            0.053203,            0.084779,             0.01363,            0.002278,            0.002278,            0.002278
                  80,            0.049658,            0.063273,           0.0095209,             0.55147,             0.36672,             0.39292,             0.21407,            0.053195,            0.085054,            0.013387,            0.002179,            0.002179,            0.002179
                  81,            0.049339,            0.063063,           0.0092917,             0.54287,             0.37526,             0.39557,             0.21538,            0.053055,            0.084882,            0.013701,             0.00208,             0.00208,             0.00208
                  82,            0.049291,            0.063312,           0.0092656,             0.54888,             0.37406,             0.39257,             0.21111,            0.053244,            0.085253,            0.013753,            0.001981,            0.001981,            0.001981
                  83,            0.049107,            0.062925,           0.0090969,             0.58098,             0.35296,             0.39066,             0.21279,            0.053159,            0.085647,            0.013695,            0.001882,            0.001882,            0.001882
                  84,            0.048985,            0.063118,           0.0091021,             0.54258,             0.36191,             0.39341,             0.21469,             0.05306,            0.084926,            0.013582,            0.001783,            0.001783,            0.001783
                  85,            0.048942,            0.062899,           0.0089566,             0.58655,             0.35357,             0.39776,             0.21561,            0.053037,            0.084814,            0.013582,            0.001684,            0.001684,            0.001684
                  86,             0.04868,            0.062708,           0.0089987,             0.51812,             0.37223,             0.39194,             0.21329,            0.052924,            0.084789,            0.013565,            0.001585,            0.001585,            0.001585
                  87,            0.048734,             0.06243,           0.0091321,              0.5083,             0.38448,             0.39409,             0.21529,            0.052905,            0.084597,            0.013602,            0.001486,            0.001486,            0.001486
                  88,            0.048716,            0.062178,           0.0091343,             0.52694,             0.37781,             0.40232,             0.21498,             0.05296,            0.085448,            0.013341,            0.001387,            0.001387,            0.001387
                  89,            0.048671,            0.062077,           0.0089764,              0.5377,             0.37045,             0.39647,             0.21577,            0.052795,            0.084938,            0.013584,            0.001288,            0.001288,            0.001288
                  90,             0.04843,            0.061386,           0.0089615,             0.56944,             0.37606,             0.40201,             0.21446,            0.052951,            0.084912,            0.013595,            0.001189,            0.001189,            0.001189
                  91,             0.04845,            0.061651,           0.0089925,             0.56135,             0.36763,             0.39749,             0.21521,            0.052897,            0.085169,            0.013476,             0.00109,             0.00109,             0.00109
                  92,            0.048302,            0.062328,           0.0090878,              0.6196,             0.35464,             0.40332,             0.21698,             0.05291,            0.084937,            0.013534,            0.000991,            0.000991,            0.000991
                  93,            0.048341,             0.06274,           0.0087364,              0.5667,             0.36878,             0.40144,             0.22009,            0.052763,            0.084528,            0.013556,            0.000892,            0.000892,            0.000892
                  94,            0.048752,            0.062959,           0.0089593,             0.56782,             0.36918,             0.40334,             0.22065,            0.052743,            0.084821,            0.013552,            0.000793,            0.000793,            0.000793
                  95,            0.048726,            0.062206,           0.0089521,             0.59825,             0.36259,              0.4069,             0.22132,             0.05274,            0.085077,            0.013517,            0.000694,            0.000694,            0.000694
                  96,             0.04823,            0.061463,           0.0087782,             0.58086,             0.36568,             0.39718,             0.21852,            0.052824,            0.085325,            0.013605,            0.000595,            0.000595,            0.000595
                  97,            0.048504,            0.061085,           0.0088633,             0.58236,              0.3637,             0.39992,             0.21984,            0.052752,            0.085143,            0.013542,            0.000496,            0.000496,            0.000496
                  98,            0.048354,            0.062331,           0.0088739,             0.59061,             0.37047,             0.40046,             0.22011,            0.052789,            0.085098,            0.013503,            0.000397,            0.000397,            0.000397
                  99,            0.048147,             0.06127,            0.008612,              0.5628,             0.37754,             0.40357,             0.22113,            0.052706,            0.084773,            0.013577,            0.000298,            0.000298,            0.000298
